"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","24","24","1","25.077011","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","24","24","1","25.081432","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","24","24","1","24.290052","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","24","24","1","23.493444","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","24","24","1","22.639133","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","24","24","1","22.169861","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","87","87","1","100.322701","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","33","33","1","38.334381","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","34","34","1","25.509047","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","38","38","1","26.909536","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","26","26","1","23.423531","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","24","24","1","29.459570","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","4","1","2.813327","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","24","24","1","29.522129","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","24","24","1","28.506231","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","24","24","1","26.218504","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","24","24","1","26.287447","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","24","24","1","26.627295","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","24","24","1","27.996347","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","24","24","1","25.410292","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","115","115","1","116.056442","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","8","8","2","3.784080","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","24","24","1","21.631519","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","24","24","1","22.595819","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","24","24","1","22.538290","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","24","24","1","22.153170","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","48","48","1","39.190277","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","24","24","1","20.780319","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","4","4","1","2.151800","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","4","4","1","1.928041","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","24","24","1","21.336351","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","45","45","1","131.303146","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","24","24","1","22.040903","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","45","45","1","137.055588","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","24","24","1","21.324575","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","24","24","1","20.275660","0","0"
"/Game/VirtualReality/Materials/M_BaseMaterial.M_BaseMaterial","0","48","48","1","38.851162","0","0"
"/Engine/EngineDebugMaterials/VertexPaint_4Tex.VertexPaint_4Tex","0","71","71","1","60.104256","0","0"
"/Game/VirtualReality/Materials/M_TeleportPreviews.M_TeleportPreviews","0","12","12","1","7.595346","0","0"
"/Game/VirtualReality/Materials/M_ArcEndpoint.M_ArcEndpoint","0","43","43","1","55.281841","0","0"
"/Game/VirtualReality/Materials/M_SplineArcMat.M_SplineArcMat","0","22","22","1","16.085415","0","0"
"/Game/VirtualReality/Mannequin/Character/Materials/M_HandMat.M_HandMat","0","39","39","1","38.221447","0","0"
"/Engine/VREditor/Devices/Vive/ViveControllerMaterial.ViveControllerMaterial","0","15","15","1","21.059925","0","0"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","0","24","24","1","31.573204","0","0"
"/Game/VirtualReality/Materials/GenericHMDMaterial.GenericHMDMaterial","0","24","24","1","20.787041","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","24","24","1","27.142395","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","24","24","1","26.407400","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","15","15","1","14.717368","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","15","15","1","16.472059","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","24","24","1","28.094481","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","49","51","1","40.178272","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","34","34","1","25.221113","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","34","34","1","22.226538","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","26","26","1","21.066465","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","32","32","1","28.867302","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","24","24","1","30.738098","0","0"
