"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","4","4","1","1.504206","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","12","12","1","5.233139","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","12","12","1","5.130667","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","29","29","1","16.667938","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","9","10","1","3.733432","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","19","20","1","8.062206","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","20","20","1","5.067093","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","9","10","1","3.147401","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","24","24","1","20.920124","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","24","24","1","19.618736","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","24","24","1","17.208317","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","24","24","1","16.478710","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","24","24","1","16.529108","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","24","24","1","16.537331","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","24","24","1","16.743195","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","24","24","1","16.582905","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","24","24","1","17.013144","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","24","24","1","16.590986","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","24","24","1","17.026461","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","24","24","1","16.688566","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","24","24","1","16.281918","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","24","24","1","16.710079","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","24","24","1","16.445362","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","24","24","1","16.615211","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","24","24","1","16.203764","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","24","24","1","16.239628","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","24","24","1","15.750340","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","24","24","1","16.806124","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","26","26","1","12.328948","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","24","24","1","17.001852","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","24","24","1","17.647612","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","24","24","1","17.790648","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","24","24","1","18.046835","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","24","24","1","18.328001","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","24","24","1","22.449100","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","24","24","1","18.049984","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","24","24","1","21.313477","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","24","24","1","16.983320","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","24","24","1","17.276072","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","24","24","1","16.730631","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","24","24","1","16.700737","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","24","24","1","16.461645","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","24","24","1","16.619841","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","33","33","1","23.939167","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","87","87","1","68.821213","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","34","34","1","15.620147","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","38","38","1","15.640081","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","26","26","1","12.949053","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","24","24","1","16.503706","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","4","1","1.622087","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","24","24","1","15.887279","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","24","24","1","16.352962","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","24","24","1","16.726536","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","24","24","1","16.672197","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","24","24","1","16.412081","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","24","24","1","15.866866","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","24","24","1","15.721493","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","8","8","2","3.172609","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","24","24","1","15.905132","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","24","24","1","16.580908","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","24","24","1","17.128958","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","24","24","1","16.800001","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","48","48","1","30.909988","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","24","24","1","15.803020","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","4","4","1","1.560750","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","4","4","1","1.518334","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","115","115","1","80.689346","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","24","24","1","15.772548","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","45","45","1","99.067116","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","24","24","1","15.722594","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","45","45","1","103.726242","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","24","24","1","15.901714","0","0"
"/Game/VirtualReality/Materials/M_ArcEndpoint.M_ArcEndpoint","0","43","43","1","32.977844","0","0"
"/Game/VirtualReality/Materials/M_SplineArcMat.M_SplineArcMat","0","22","22","1","10.031618","0","0"
"/Game/VirtualReality/Mannequin/Character/Materials/M_HandMat.M_HandMat","0","39","39","1","22.064516","0","0"
"/Game/VirtualReality/Materials/M_TeleportPreviews.M_TeleportPreviews","0","12","12","1","4.951221","0","0"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","0","24","24","1","17.113291","0","0"
"/Engine/VREditor/Devices/Vive/ViveControllerMaterial.ViveControllerMaterial","0","15","15","1","10.004886","0","0"
"/Game/VirtualReality/Materials/GenericHMDMaterial.GenericHMDMaterial","0","24","24","1","12.725960","0","0"
"/Game/VirtualReality/Materials/M_BaseMaterial.M_BaseMaterial","0","48","48","1","24.481762","0","0"
"/Game/Texture/Minigolf/new/_defaultMat._defaultMat","0","15","15","1","8.729261","0","0"
"/Game/Texture/Minigolf/new/wood.wood","0","24","24","1","14.960627","0","0"
"/Game/Texture/Minigolf/new/green.green","0","24","24","1","15.570457","0","0"
"/Game/Texture/Minigolf/new/border.border","0","24","24","1","15.005846","0","0"
"/Game/Texture/Minigolf/new/metal.metal","0","24","24","1","12.263993","0","0"
"/Game/Texture/Minigolf/new/dark.dark","0","24","24","1","11.736336","0","0"
"/Game/Texture/Minigolf/new/blue.blue","0","15","15","1","7.625901","0","0"
"/Game/Texture/Minigolf/Red.Red","0","15","15","1","8.117458","0","0"
"/Game/Texture/Minigolf/Grey.Grey","0","15","15","1","8.936320","0","0"
"/Game/Texture/Minigolf/BackColor.BackColor","0","15","15","1","8.507914","0","0"
"/Game/Texture/Minigolf/01_-_Default.01_-_Default","0","15","15","1","9.120467","0","0"
"/Game/Texture/Mat/Pin.Pin","0","24","24","1","15.209018","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","24","24","1","16.221510","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","24","24","1","16.088871","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","15","15","1","8.808290","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","15","15","1","9.058107","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","24","24","1","16.190008","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","49","51","1","24.570093","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","34","34","1","15.622796","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","34","34","1","15.125893","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","26","26","1","12.008449","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","32","32","1","14.174448","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","24","24","1","14.717955","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","24","24","1","12.344142","0","0"
